Parameter,nState,Avg,Std,HillRange
monoMulti,1,0,0,1
monoMulti,2,1,0,1
nState,1,0,0,1
nState,2,1,0,1
Phase,1,0.016938202565592933,0.001612981639320558,1
Phase,2,1,0,1
monoMulti,1,0.0012238638517944852,5.203007248307078e-4,1-3
monoMulti,2,0.7548659055097146,0.006535418615548306,1-3
nState,1,0.0012238638517944852,5.203007248307078e-4,1-3
nState,2,0.7548659055097146,0.006535418615548306,1-3
Phase,1,0.007160744157899614,7.137597173867634e-4,1-3
Phase,2,0.7570051500680475,0.006783925310743491,1-3
monoMulti,1,0.0026046719587477065,3.7650153546313114e-4,2-3
monoMulti,2,0.5750468689523547,0.010092208222400758,2-3
nState,1,0.0026046719587477065,3.7650153546313114e-4,2-3
nState,2,0.5750468689523547,0.010092208222400758,2-3
Phase,1,0.00419812761271788,3.2081357839104836e-4,2-3
Phase,2,0.5787205555126425,0.010750192244657526,2-3
monoMulti,1,0.004905399521111917,3.984117121897126e-4,2-4
monoMulti,2,0.43813822084341886,0.0024146498396239655,2-4
nState,1,0.004905399521111917,3.984117121897126e-4,2-4
nState,2,0.43813822084341886,0.0024146498396239655,2-4
Phase,1,0.006123485215628377,1.6277951254551284e-4,2-4
Phase,2,0.4397256485707444,0.0029021538262337747,2-4
monoMulti,1,0.007518241730940007,0.0012170397008928915,3-5
monoMulti,2,0.25886836417686027,0.0021617100374617514,3-5
nState,1,0.007518241730940007,0.0012170397008928915,3-5
nState,2,0.25886836417686027,0.0021617100374617514,3-5
Phase,1,0.0077888117715909765,0.0012474833300533633,3-5
Phase,2,0.2595205736248094,0.002304991884445001,3-5
monoMulti,1,0.01229065923982315,4.7265606649261475e-4,4-6
monoMulti,2,0.1660935194465691,0.0031004965293368564,4-6
nState,1,0.01229065923982315,4.7265606649261475e-4,4-6
nState,2,0.1660935194465691,0.0031004965293368564,4-6
Phase,1,0.012363215068985014,4.4480201884779957e-4,4-6
Phase,2,0.1664801863587916,0.003153876649237056,4-6
monoMulti,1,0.01435248865525758,0.0014405418008564975,5-7
monoMulti,2,0.12192833959890856,0.004506012024520987,5-7
nState,1,0.01435248865525758,0.0014405418008564975,5-7
nState,2,0.12192833959890856,0.004506012024520987,5-7
Phase,1,0.014391656467174916,0.001449184494816422,5-7
Phase,2,0.12235337941954938,0.004348656956523567,5-7
monoMulti,1,0.015187111972948327,5.50724448494006e-4,6-8
monoMulti,2,0.09221109623776759,0.003089620178565864,6-8
nState,1,0.015187111972948327,5.50724448494006e-4,6-8
nState,2,0.09221109623776759,0.003089620178565864,6-8
Phase,1,0.015219031302918384,5.416303373792741e-4,6-8
Phase,2,0.09242865447707255,0.0029977030601667444,6-8
monoMulti,1,0.015213723505965535,0.0022052938509906517,7-9
monoMulti,2,0.07299668571684795,3.018048725042253e-4,7-9
nState,1,0.015213723505965535,0.0022052938509906517,7-9
nState,2,0.07299668571684795,3.018048725042253e-4,7-9
Phase,1,0.01523748796873912,0.0022071643641803362,7-9
Phase,2,0.07308785037609088,2.869006574600405e-4,7-9
monoMulti,1,0.01780591865026125,0.0023876384222911314,8-10
monoMulti,2,0.06316589753459122,0.002582608962550068,8-10
nState,1,0.01780591865026125,0.0023876384222911314,8-10
nState,2,0.06316589753459122,0.002582608962550068,8-10
Phase,1,0.017829355528729093,0.0023859760282536166,8-10
Phase,2,0.06322462523011106,0.002486673727796453,8-10
monoMulti,1,0.015986172960274485,7.354583097438065e-4,9-11
monoMulti,2,0.05311636821243107,0.001484471569751547,9-11
nState,1,0.015986172960274485,7.354583097438065e-4,9-11
nState,2,0.05311636821243107,0.001484471569751547,9-11
Phase,1,0.016007694726806,7.34845868788767e-4,9-11
Phase,2,0.053145750281059105,0.0015342833082958786,9-11
monoMulti,1,0.01599322266192162,2.8196568685299344e-4,10-12
monoMulti,2,0.04813262745937749,0.0011601116401501897,10-12
nState,1,0.01599322266192162,2.8196568685299344e-4,10-12
nState,2,0.04813262745937749,0.0011601116401501897,10-12
Phase,1,0.01600935737696514,2.8055446122385856e-4,10-12
Phase,2,0.0481918728149193,0.001065381681384124,10-12
monoMulti,1,0.014119805196502161,0.0021184393684699743,2-11
monoMulti,2,0.1660933148469381,0.0032020889639831056,2-11
nState,1,0.014119805196502161,0.0021184393684699743,2-11
nState,2,0.1660933148469381,0.0032020889639831056,2-11
Phase,1,0.014290592082067918,0.0022002778286758368,2-11
Phase,2,0.1664085290004725,0.0033187123550425064,2-11
monoMulti,1,0.017155418392873177,0.0014000290564638888,7-16
monoMulti,2,0.04893353654944398,0.001098619797532314,7-16
nState,1,0.017155418392873177,0.0014000290564638888,7-16
nState,2,0.04893353654944398,0.001098619797532314,7-16
Phase,1,0.0171853747816895,0.00140012507703456,7-16
Phase,2,0.048962601943626,0.0010483267620337482,7-16
monoMulti,1,0.014086938676622746,0.0018926946112305008,12-21
monoMulti,2,0.031560207373893104,0.001143457118437444,12-21
nState,1,0.014086938676622746,0.0018926946112305008,12-21
nState,2,0.031560207373893104,0.001143457118437444,12-21
Phase,1,0.014099122965945541,0.0018924775547650033,12-21
Phase,2,0.031588144316363385,0.0011047281252985844,12-21
monoMulti,1,0.01262907207694701,0.0010911304498561567,17-26
monoMulti,2,0.02468188786962834,3.7189578597334626e-4,17-26
nState,1,0.01262907207694701,0.0010911304498561567,17-26
nState,2,0.02468188786962834,3.7189578597334626e-4,17-26
Phase,1,0.012640383912554157,0.0010925769487857525,17-26
Phase,2,0.024681887869628345,3.7189578597334654e-4,17-26
monoMulti,1,0.011600214844917687,0.002615285720792,22-31
monoMulti,2,0.02209058216641958,0.0019637852606492275,22-31
nState,1,0.011600214844917687,0.002615285720792,22-31
nState,2,0.02209058216641958,0.0019637852606492275,22-31
Phase,1,0.011610325440444358,0.002619621697703996,22-31
Phase,2,0.022090582166419584,0.001963785260649224,22-31
monoMulti,1,0.011810766763843133,0.0011937177192292041,27-36
monoMulti,2,0.019887242574644696,5.120720832784804e-4,27-36
nState,1,0.011810766763843133,0.0011937177192292041,27-36
nState,2,0.019887242574644696,5.120720832784804e-4,27-36
Phase,1,0.011820516224705877,0.0011951925839089486,27-36
Phase,2,0.019887242574644696,5.120720832784804e-4,27-36
monoMulti,1,0.008832962356890453,4.471170264731638e-4,32-41
monoMulti,2,0.019921531130811587,5.256260768569177e-4,32-41
nState,1,0.008832962356890453,4.471170264731638e-4,32-41
nState,2,0.019921531130811587,5.256260768569177e-4,32-41
Phase,1,0.00884006810722148,4.4752799206249235e-4,32-41
Phase,2,0.019921531130811587,5.256260768569177e-4,32-41
monoMulti,1,0.008215915532614946,0.0012599671957336572,37-46
monoMulti,2,0.018323295447145525,5.410721262646682e-4,37-46
nState,1,0.008215915532614946,0.0012599671957336572,37-46
nState,2,0.018323295447145525,5.410721262646682e-4,37-46
Phase,1,0.008221388566726183,0.0012621396418237862,37-46
Phase,2,0.018323295447145525,5.410721262646682e-4,37-46
